s_m,x_m,y_m,z_m,yaw_rad,curvature_1pm
3248.469234,1171.444993,464.457749,0.000000,-2.959532,-0.000109
3257.845780,1162.223417,462.760060,0.000000,-2.960342,-0.000088
3267.060219,1153.159919,461.099068,0.000000,-2.960932,-0.000065
3276.092311,1144.274823,459.476184,0.000000,-2.961291,-0.000041
3284.921811,1135.588453,457.892820,0.000000,-2.961405,-0.000013
3293.528471,1127.121134,456.350386,0.000000,-2.961257,0.000018
3301.892044,1118.893189,454.850294,0.000000,-2.960820,0.000054
3309.992282,1110.924944,453.393956,0.000000,-2.960063,0.000097
3317.808941,1103.236722,451.982783,0.000000,-2.958944,0.000149
3325.321784,1095.848847,450.618187,0.000000,-2.957406,0.000214
3332.510582,1088.781645,449.301579,0.000000,-2.955377,0.000296
3339.355118,1082.055439,448.034369,0.000000,-2.956288,-0.000064
3353.545831,1068.107669,445.419783,0.000000,-2.966066,-0.000647
3368.670223,1053.215667,442.778662,0.000000,-2.974289,-0.000516
3384.611897,1037.496580,440.123992,0.000000,-2.981360,-0.000425
3401.254107,1021.067555,437.468757,0.000000,-2.987562,-0.000360
3418.479864,1004.045738,434.825942,0.000000,-2.993106,-0.000313
3436.172009,986.548277,432.208533,0.000000,-2.998150,-0.000280
3454.213256,968.692318,429.629514,0.000000,-3.002821,-0.000256
3472.486231,950.595008,427.101870,0.000000,-3.007222,-0.000239
3490.873490,932.373495,424.638587,0.000000,-3.011443,-0.000230
3509.257546,914.144924,422.252648,0.000000,-3.015564,-0.000226
3527.520874,896.026443,419.957040,0.000000,-3.019666,-0.000228
3545.545933,878.135199,417.764747,0.000000,-3.023829,-0.000236
3563.215174,860.588339,415.688754,0.000000,-3.028142,-0.000251
3580.411050,843.503009,413.742046,0.000000,-3.032709,-0.000275
3597.016037,826.996356,411.937608,0.000000,-3.037661,-0.000312
3612.912644,811.185528,410.288424,0.000000,-3.043168,-0.000365
3627.983441,796.187670,408.807481,0.000000,-3.049464,-0.000446
3642.111093,782.119931,407.507762,0.000000,-3.056890,-0.000568
3655.178415,769.099456,406.402253,0.000000,-3.065969,-0.000764
3667.068462,757.243393,405.503939,0.000000,-3.060713,0.001935
3669.783854,754.536877,405.284559,0.000000,-3.046484,0.003234
3674.183620,750.156995,404.866736,0.000000,-3.040543,0.001008
3680.077238,744.293441,404.272203,0.000000,-3.037257,0.000457
3687.273906,737.135909,403.522699,0.000000,-3.035151,0.000254
3695.582749,728.874090,402.639957,0.000000,-3.033666,0.000161
3704.812865,719.697680,401.645714,0.000000,-3.032546,0.000112
3714.773337,709.796370,400.561706,0.000000,-3.031652,0.000085
3725.273245,699.359854,399.409667,0.000000,-3.030905,0.000069
3736.121661,688.577825,398.211335,0.000000,-3.030251,0.000059
3747.127659,677.639977,396.988444,0.000000,-3.029653,0.000055
3758.100308,666.736003,395.762730,0.000000,-3.029078,0.000053
3768.848678,656.055596,394.555929,0.000000,-3.028496,0.000056
3779.181839,645.788449,393.389777,0.000000,-3.027873,0.000064
3788.908860,636.124255,392.286009,0.000000,-3.027160,0.000080
3797.838811,627.252709,391.266360,0.000000,-3.026278,0.000111
3805.780763,619.363502,390.352568,0.000000,-3.025079,0.000177
3812.543790,612.646329,389.566366,0.000000,-3.023228,0.000343
3817.936972,607.290882,388.929492,0.000000,-3.019747,0.000908
3821.769413,603.486855,388.463680,0.000000,-3.010014,0.004677
3823.850315,601.423941,388.190667,0.000000,-2.974439,0.030745
3825.007424,600.282959,387.998151,0.000000,-2.935944,0.032608
3826.187961,599.127298,387.757082,0.000000,-2.893516,0.035554
3827.381283,597.970508,387.464074,0.000000,-2.846113,0.039628
3828.577493,596.826138,387.115738,0.000000,-2.792538,0.045014
3829.767665,595.707738,386.708688,0.000000,-2.731408,0.051960
3830.944137,594.628858,386.239536,0.000000,-2.661138,0.060746
3832.100912,593.603047,385.704895,0.000000,-2.579983,0.071612
3833.234175,592.643854,385.101377,0.000000,-2.486176,0.084605
3834.342943,591.764829,384.425595,0.000000,-2.378234,0.099312
3835.429847,590.979521,383.674161,0.000000,-2.255488,0.114489
3836.501959,590.301481,382.843688,0.000000,-2.118820,0.127784
3837.571484,589.744257,381.930790,0.000000,-1.971314,0.136008
3838.656027,589.321399,380.932077,0.000000,-1.818338,0.136328
3839.778145,589.046457,379.844164,0.000000,-1.666628,0.127923
3840.964089,588.932980,378.663662,0.000000,-1.522625,0.112682
3842.242048,588.994517,377.387185,0.000000,-1.390979,0.094141
3843.640436,589.244618,376.011344,0.000000,-1.273989,0.075663
3845.186635,589.696834,374.532753,0.000000,-1.171939,0.059341
3846.906352,590.364712,372.948024,0.000000,-1.083836,0.045957
3848.823451,591.261803,371.253770,0.000000,-1.016081,0.028569
3851.195085,592.510946,369.237762,0.000000,-0.980136,0.011866
3854.224234,594.197908,366.721833,0.000000,-0.958936,0.005847
3857.850196,596.280629,363.753689,0.000000,-0.945192,0.003303
3862.010837,598.717049,360.381035,0.000000,-0.935763,0.002035
3866.643405,601.465107,356.651577,0.000000,-0.929085,0.001325
3871.684840,604.482745,352.613021,0.000000,-0.924296,0.000889
3877.071917,607.727901,348.313072,0.000000,-0.920890,0.000601
3882.741312,611.158517,343.799436,0.000000,-0.918559,0.000396
3888.629639,614.732531,339.119819,0.000000,-0.917112,0.000239
3894.673480,618.407885,334.321925,0.000000,-0.916436,0.000110
3900.809392,622.142518,329.453461,0.000000,-0.916478,-0.000007
3906.973927,625.894370,324.562132,0.000000,-0.917227,-0.000122
3913.103635,629.621381,319.695644,0.000000,-0.918719,-0.000248
3919.135076,633.281491,314.901703,0.000000,-0.921042,-0.000396
3925.004833,636.832641,310.228013,0.000000,-0.924343,-0.000585
3930.649521,640.232770,305.722281,0.000000,-0.928864,-0.000844
3936.005811,643.439819,301.432212,0.000000,-0.934987,-0.001223
3941.010464,646.411727,297.405512,0.000000,-0.943333,-0.001818
3945.600380,649.106434,293.689886,0.000000,-0.954960,-0.002827
3949.712698,651.481881,290.333040,0.000000,-0.952023,0.000736
3953.703244,653.796543,287.082379,0.000000,-0.954757,-0.000654
3957.884574,656.212544,283.669688,0.000000,-0.957276,-0.000580
3962.226953,658.712666,280.119244,0.000000,-0.959653,-0.000531
3966.700646,661.279688,276.455323,0.000000,-0.961947,-0.000501
3971.275912,663.896391,272.702201,0.000000,-0.964207,-0.000486
3975.923015,666.545557,268.884154,0.000000,-0.966478,-0.000484
3980.612216,669.209966,265.025458,0.000000,-0.968803,-0.000494
3985.313780,671.872399,261.150390,0.000000,-0.971225,-0.000517
3989.997973,674.515637,257.283226,0.000000,-0.973792,-0.000554
3994.635066,677.122461,253.448242,0.000000,-0.976559,-0.000607
3999.195335,679.675651,249.669715,0.000000,-0.979591,-0.000681
4003.649062,682.157989,245.971920,0.000000,-0.982972,-0.000783
4007.966541,684.552254,242.379133,0.000000,-0.986807,-0.000924
4012.118076,686.841229,238.915632,0.000000,-0.991241,-0.001121
4016.073992,689.007693,235.605692,0.000000,-0.996473,-0.001402
4019.804638,691.034428,232.473589,0.000000,-1.002793,-0.001818
4023.280403,692.904214,229.543600,0.000000,-1.010637,-0.002458
4026.471730,694.599833,226.840001,0.000000,-1.020700,-0.003497
4029.349158,696.104065,224.387068,0.000000,-1.034156,-0.005310
4031.883382,697.399690,222.209077,0.000000,-1.084509,-0.021179
4034.260862,698.510798,220.107208,0.000000,-1.164280,-0.032931
4036.683219,699.468626,217.882264,0.000000,-1.240056,-0.030834
4039.140717,700.266684,215.557957,0.000000,-1.313385,-0.029548
4041.622443,700.898477,213.157999,0.000000,-1.385722,-0.028999
4044.116940,701.357514,210.706101,0.000000,-1.458459,-0.029143
4046.612799,701.637302,208.225975,0.000000,-1.532963,-0.029964
4049.099221,701.731349,205.741332,0.000000,-1.610600,-0.031465
4051.566623,701.633162,203.275884,0.000000,-1.692751,-0.033659
4054.007291,701.336249,200.853343,0.000000,-1.780790,-0.036548
4056.416130,700.834117,198.497421,0.000000,-1.876030,-0.040094
4058.791521,700.120274,196.231829,0.000000,-1.979590,-0.044167
4061.136277,699.188227,194.080278,0.000000,-2.092186,-0.048483
4063.458653,698.031484,192.066481,0.000000,-2.213842,-0.052560
4065.773278,696.643552,190.214149,0.000000,-2.343579,-0.055716
4068.101802,695.017939,188.546994,0.000000,-2.479222,-0.057204
4070.473013,693.148153,187.088727,0.000000,-2.617491,-0.056455
4072.922213,691.027700,185.863061,0.000000,-2.754465,-0.053347
4075.489835,688.650089,184.893705,0.000000,-2.886302,-0.048297
4078.219568,686.008827,184.204374,0.000000,-3.009916,-0.042091
4081.156397,683.097422,183.818777,0.000000,-3.081791,-0.022313
4084.377578,679.881999,183.626261,0.000000,-3.104077,-0.006522
4087.794414,676.467568,183.498105,0.000000,-3.122834,-0.005237
4091.376022,672.886590,183.430922,0.000000,-3.139009,-0.004354
4095.091095,669.171529,183.421325,0.000000,3.129908,-0.003738
4098.908039,665.354846,183.465925,0.000000,3.117044,-0.003309
4102.795051,661.469004,183.561336,0.000000,3.105195,-0.003019
4106.720189,657.546466,183.704171,0.000000,3.094040,-0.002838
4110.651406,653.619694,183.891041,0.000000,3.083299,-0.002750
4114.556584,649.721149,184.118560,0.000000,3.072710,-0.002752
4118.403560,645.883295,184.383340,0.000000,3.062007,-0.002849
4122.160152,642.138595,184.681994,0.000000,3.050896,-0.003057
4125.794173,638.519509,185.011135,0.000000,3.039024,-0.003412
4129.273467,635.058501,185.367374,0.000000,3.025935,-0.003976
4132.565931,631.788033,185.747325,0.000000,3.010993,-0.004861
4135.639571,628.740568,186.147600,0.000000,2.993259,-0.006282
4138.462572,625.948568,186.564813,0.000000,2.971236,-0.008668
4141.003426,623.444495,186.995574,0.000000,2.942354,-0.012964
4143.231180,621.260811,187.436498,0.000000,2.901766,-0.021535
4145.115955,619.429980,187.884197,0.000000,2.839110,-0.041377
4146.630220,617.984462,188.335283,0.000000,2.783194,-0.041997
4147.961658,616.737625,188.802318,0.000000,2.759941,-0.017222
4149.311851,615.484576,189.305203,0.000000,2.730754,-0.021336
4150.679867,614.230399,189.851559,0.000000,2.695803,-0.025224
4152.065510,612.980174,190.449008,0.000000,2.655284,-0.028860
4153.469472,611.738982,191.105171,0.000000,2.609451,-0.032186
4154.893455,610.511904,191.827671,0.000000,2.558650,-0.035113
4156.340288,609.304021,192.624129,0.000000,2.503340,-0.037530
4157.814016,608.120414,193.502166,0.000000,2.444118,-0.039325
4159.319951,606.966164,194.469404,0.000000,2.381717,-0.040396
4160.864685,605.846353,195.533464,0.000000,2.316988,-0.040676
4162.456047,604.766061,196.701969,0.000000,2.250864,-0.040149
4164.103019,603.730370,197.982539,0.000000,2.184311,-0.038861
4165.815601,602.744360,199.382797,0.000000,2.118265,-0.036917
4167.604646,601.813113,200.910364,0.000000,2.053579,-0.034462
4169.481676,600.941710,202.572862,0.000000,1.990978,-0.031665
4171.458697,600.135231,204.377912,0.000000,1.931030,-0.028693
4173.548025,599.398759,206.333135,0.000000,1.874141,-0.025694
4175.762135,598.737373,208.446154,0.000000,1.820565,-0.022785
4178.113536,598.156155,210.724590,0.000000,1.770416,-0.020050
4180.614678,597.660186,213.176065,0.000000,1.754824,-0.006162
4183.145058,597.197150,215.663719,0.000000,1.771899,0.007015
4185.579013,596.710967,218.048622,0.000000,1.790193,0.007808
4187.921842,596.201072,220.335291,0.000000,1.809729,0.008655
4190.178915,595.666902,222.528243,0.000000,1.830516,0.009550
4192.355670,595.107890,224.631994,0.000000,1.852546,0.010481
4194.457615,594.523473,226.651060,0.000000,1.875785,0.011433
4196.490322,593.913086,228.589959,0.000000,1.900178,0.012388
4198.459423,593.276164,230.453206,0.000000,1.925637,0.013321
4200.370597,592.612144,232.245317,0.000000,1.952045,0.014206
4202.229563,591.920460,233.970811,0.000000,1.979253,0.015011
4204.042060,591.200548,235.634202,0.000000,2.007080,0.015706
4205.813831,590.451843,237.240008,0.000000,2.035316,0.016258
4207.550602,589.673781,238.792745,0.000000,2.063726,0.016639
4209.258059,588.865797,240.296930,0.000000,2.092057,0.016826
4210.941825,588.027326,241.757079,0.000000,2.120042,0.016802
4212.607434,587.157805,243.177708,0.000000,2.147415,0.016561
4214.260313,586.256668,244.563334,0.000000,2.173914,0.016105
4215.905757,585.323350,245.918474,0.000000,2.199294,0.015446
4217.548915,584.357289,247.247644,0.000000,2.223330,0.014604
4219.194778,583.357918,248.555361,0.000000,2.259679,0.019193
4221.088645,582.154034,250.017344,0.000000,2.258132,-0.000677
4223.372700,580.704847,251.782781,0.000000,2.257980,-0.000057
4226.003374,579.036045,253.816385,0.000000,2.258724,0.000253
4228.937095,577.173316,256.082871,0.000000,2.260138,0.000443
4232.130297,575.142346,258.546954,0.000000,2.262123,0.000582
4235.539424,572.968825,261.173349,0.000000,2.264648,0.000705
4239.120932,570.678439,263.926771,0.000000,2.267728,0.000830
4242.831296,568.296876,266.771935,0.000000,2.271411,0.000970
4246.627012,565.849824,269.673554,0.000000,2.275783,0.001139
4250.464609,563.362970,272.596345,0.000000,2.280970,0.001352
4254.300654,560.862002,275.505022,0.000000,2.287150,0.001630
4258.091769,558.372607,278.364300,0.000000,2.294578,0.002006
4261.794650,555.920474,281.138893,0.000000,2.303616,0.002531
4265.366096,553.531289,283.793516,0.000000,2.314797,0.003291
4268.763060,551.230741,286.292884,0.000000,2.328926,0.004444
4271.942724,549.044517,288.601713,0.000000,2.347285,0.006288
4274.862636,546.998305,290.684716,0.000000,2.372026,0.009449
4277.480960,545.117792,292.506609,0.000000,2.407052,0.015389
4279.756985,543.428666,294.032105,0.000000,2.460188,0.028036
4281.652277,541.956614,295.225921,0.000000,2.526316,0.038843
4283.354718,540.566377,296.208544,0.000000,2.579496,0.030923
4285.074484,539.111215,297.125112,0.000000,2.628237,0.028088
4286.809778,537.599597,297.977320,0.000000,2.672962,0.025585
4288.557848,536.039991,298.766862,0.000000,2.714088,0.023403
4290.315123,534.440866,299.495431,0.000000,2.752014,0.021522
4292.077344,532.810690,300.164721,0.000000,2.787115,0.019918
4293.839670,531.157931,300.776425,0.000000,2.819740,0.018568
4295.596768,529.491058,301.332237,0.000000,2.850213,0.017452
4297.342888,527.818539,301.833852,0.000000,2.878834,0.016553
4299.071929,526.148844,302.282962,0.000000,2.905887,0.015861
4300.777493,524.490439,302.681261,0.000000,2.931641,0.015372
4302.452929,522.851794,303.030444,0.000000,2.956361,0.015088
4304.091373,521.241378,303.332203,0.000000,2.980315,0.015024
4305.685784,519.667658,303.588232,0.000000,3.003783,0.015207
4307.228970,518.139103,303.800225,0.000000,3.027072,0.015687
4308.713616,516.664181,303.969877,0.000000,3.050536,0.016539
4310.132313,515.251362,304.098879,0.000000,3.074606,0.017892
4311.477579,513.909113,304.188927,0.000000,3.099829,0.019950
4312.741892,512.645902,304.241714,0.000000,3.126948,0.023063
4313.917721,511.470200,304.258933,0.000000,-3.141472,0.012622
4315.087496,510.300425,304.258792,0.000000,-3.140799,0.000541
4316.331793,509.056127,304.257804,0.000000,-3.139543,0.000959
4317.640454,507.747470,304.255122,0.000000,-3.137761,0.001308
4319.003319,506.384614,304.249900,0.000000,-3.135473,0.001626
4320.410237,504.977722,304.241291,0.000000,-3.132678,0.001940
4321.851060,503.536957,304.228447,0.000000,-3.129353,0.002270
4323.315647,502.072480,304.210522,0.000000,-3.125456,0.002637
4324.793866,500.594453,304.186669,0.000000,-3.120921,0.003060
4326.275596,499.113040,304.156041,0.000000,-3.115660,0.003566
4327.750731,497.638400,304.117792,0.000000,-3.109555,0.004186
4329.209182,496.180698,304.071075,0.000000,-3.102445,0.004966
4330.640882,494.750095,304.015042,0.000000,-3.094120,0.005968
4332.035796,493.356753,303.948847,0.000000,-3.084294,0.007289
4333.383927,492.010834,303.871643,0.000000,-3.072574,0.009075
4334.675335,490.722501,303.782583,0.000000,-3.058413,0.011562
4335.900155,489.501915,303.680820,0.000000,-3.041019,0.015145
4337.048635,488.359239,303.565508,0.000000,-3.019215,0.020521
4338.111186,487.304635,303.435800,0.000000,-2.991173,0.028990
4339.078478,486.348265,303.290848,0.000000,-2.953914,0.043167
4339.941609,485.500291,303.129807,0.000000,-2.878780,0.092240
4340.756155,484.713713,302.918190,0.000000,-2.777053,0.122634
4341.585668,483.938709,302.622452,0.000000,-2.677374,0.117664
4342.432824,483.181206,302.243160,0.000000,-2.579584,0.112725
4343.300332,482.447133,301.780877,0.000000,-2.483565,0.107803
4344.191024,481.742417,301.236167,0.000000,-2.389253,0.102858
4345.107937,481.072986,300.609596,0.000000,-2.296650,0.097844
4346.054370,480.444768,299.901728,0.000000,-2.205825,0.092720
4347.033931,479.863692,299.113127,0.000000,-2.116906,0.087464
4348.050569,479.335684,298.244359,0.000000,-2.030069,0.082076
4349.108577,478.866673,297.295987,0.000000,-1.945518,0.076585
4350.212596,478.462587,296.268576,0.000000,-1.863470,0.071037
4351.367597,478.129353,295.162690,0.000000,-1.784136,0.065498
4352.578852,477.872900,293.978895,0.000000,-1.707702,0.060040
4353.851904,477.699156,292.717755,0.000000,-1.634323,0.054735
4355.192529,477.614048,291.379834,0.000000,-1.564109,0.049650
4356.606697,477.623505,289.965698,0.000000,-1.497128,0.044838
4358.100537,477.733453,288.475909,0.000000,-1.433402,0.040339
4359.680300,477.949822,286.911034,0.000000,-1.372910,0.036179
4361.352328,478.278539,285.271637,0.000000,-1.315597,0.032367
4363.123031,478.725532,283.558281,0.000000,-1.185554,0.045891
4365.956740,479.790392,280.932262,0.000000,-1.112126,0.015467
4370.704186,481.892355,276.675503,0.000000,-1.083399,0.004448
4377.162183,484.916815,270.969509,0.000000,-1.068305,0.001897
4385.119549,488.749164,263.995789,0.000000,-1.059169,0.000988
4394.363140,493.274797,255.935849,0.000000,-1.053194,0.000579
4404.679098,498.379107,246.971197,0.000000,-1.049128,0.000364
4415.853240,503.947489,237.283339,0.000000,-1.046332,0.000237
4427.671224,509.865334,227.053782,0.000000,-1.044460,0.000153
4439.918612,516.018039,216.464034,0.000000,-1.043320,0.000092
4452.380920,522.290995,205.695602,0.000000,-1.042815,0.000041
4464.843631,528.569597,194.929993,0.000000,-1.042917,-0.000008
4477.092221,534.739238,184.348714,0.000000,-1.043667,-0.000063
4488.912164,540.685312,174.133271,0.000000,-1.045181,-0.000135
4500.088956,546.293212,164.465173,0.000000,-1.047697,-0.000244
4510.408133,551.448333,155.525926,0.000000,-1.051669,-0.000430
4519.655314,556.036068,147.497037,0.000000,-1.058005,-0.000796
4527.616289,559.941811,140.560013,0.000000,-1.068748,-0.001663
4534.077227,563.050955,134.896362,0.000000,-1.089525,-0.004376
4538.825353,565.248893,130.687590,0.000000,-1.143247,-0.019004
4541.652197,566.421021,128.115205,0.000000,-1.255093,-0.058810
4543.554014,567.011507,126.307379,0.000000,-1.313320,-0.027897
4545.641225,567.542996,124.288972,0.000000,-1.358122,-0.019884
4547.894445,568.018593,122.086516,0.000000,-1.393518,-0.014763
4550.291990,568.441404,119.726548,0.000000,-1.422108,-0.011351
4552.810728,568.814534,117.235601,0.000000,-1.445634,-0.008994
4555.426582,569.141086,114.640210,0.000000,-1.465297,-0.007315
4558.114830,569.424168,111.966909,0.000000,-1.481950,-0.006088
4560.850295,569.666883,109.242233,0.000000,-1.496211,-0.005172
4563.607478,569.872337,106.492715,0.000000,-1.508537,-0.004477
4566.360635,570.043635,103.744892,0.000000,-1.519273,-0.003942
4569.083844,570.183882,101.025297,0.000000,-1.528679,-0.003527
4571.751042,570.296183,98.360464,0.000000,-1.536956,-0.003202
4574.336057,570.383643,95.776929,0.000000,-1.544255,-0.002947
4576.812633,570.449368,93.301225,0.000000,-1.550685,-0.002746
4579.154445,570.496462,90.959887,0.000000,-1.556319,-0.002584
4581.335111,570.528030,88.779450,0.000000,-1.561189,-0.002443
4583.328205,570.547178,86.786448,0.000000,-1.565269,-0.002294
4585.107265,570.557011,85.007415,0.000000,-1.568442,-0.002062
4586.645798,570.560634,83.468886,0.000000,-1.570389,-0.001532
4587.917289,570.561151,82.197395,0.000000,-1.674152,-0.073759
4589.324066,570.416011,80.798126,0.000000,-1.786863,-0.057873
4591.271646,569.998470,78.895830,0.000000,-1.845890,-0.024179
4593.712867,569.335343,76.546400,0.000000,-1.882114,-0.012582
4596.591933,568.453448,73.805728,0.000000,-1.906671,-0.007537
4599.850010,567.379602,70.729705,0.000000,-1.924508,-0.004987
4603.426926,566.140621,67.374223,0.000000,-1.938151,-0.003557
4607.261837,564.763322,63.795175,0.000000,-1.949025,-0.002697
4611.293520,563.274522,60.048451,0.000000,-1.958005,-0.002155
4615.460525,561.701037,56.189943,0.000000,-1.965664,-0.001806
4619.701260,560.069684,52.275544,0.000000,-1.972404,-0.001585
4623.954036,558.407281,48.361145,0.000000,-1.978529,-0.001457
4628.157102,556.740643,44.502638,0.000000,-1.984296,-0.001409
4632.248661,555.096588,40.755914,0.000000,-1.989946,-0.001442
4636.166890,553.501932,37.176865,0.000000,-1.995748,-0.001575
4639.849948,551.983492,33.821384,0.000000,-2.002052,-0.001862
4643.235992,550.568085,30.745361,0.000000,-2.009392,-0.002425
4646.263192,549.282528,28.004689,0.000000,-2.018719,-0.003578
4648.869764,548.153636,25.655259,0.000000,-2.032027,-0.006265
4650.994034,547.208228,23.752963,0.000000,-2.054519,-0.014230
4652.574648,546.473120,22.353693,0.000000,-2.099191,-0.035470
4653.834093,545.838174,21.266015,0.000000,-2.151768,-0.043586
4655.040362,545.176130,20.257658,0.000000,-2.205483,-0.046291
4656.200735,544.488116,19.323259,0.000000,-2.259610,-0.048263
4657.322243,543.775260,18.457454,0.000000,-2.313335,-0.049319
4658.411581,543.038694,17.654880,0.000000,-2.365798,-0.049334
4659.475016,542.279544,16.910174,0.000000,-2.416145,-0.048257
4660.518320,541.498941,16.217973,0.000000,-2.463572,-0.046118
4661.546711,540.698014,15.572912,0.000000,-2.507371,-0.043019
4662.564822,539.877892,14.969629,0.000000,-2.546949,-0.039114
4663.576701,539.039704,14.402761,0.000000,-2.581847,-0.034582
4664.585829,538.184579,13.866943,0.000000,-2.611733,-0.029610
4665.595164,537.313646,13.356813,0.000000,-2.636395,-0.024369
4666.607200,536.428034,12.867008,0.000000,-2.655721,-0.019005
4667.624042,535.528873,12.392163,0.000000,-2.669681,-0.013640
4668.647485,534.617292,11.926916,0.000000,-2.678312,-0.008367
4669.679099,533.694419,11.465903,0.000000,-2.681704,-0.003257
4670.720314,532.761384,11.003761,0.000000,-2.679985,0.001634
4671.772507,531.819317,10.535126,0.000000,-2.673320,0.006260
4672.837081,530.869345,10.054636,0.000000,-2.661908,0.010582
4673.915542,529.912598,9.556926,0.000000,-2.647644,0.010625
4675.257965,528.730638,8.920475,0.000000,-2.666393,-0.009794
4677.172273,527.028433,8.044650,0.000000,-2.675802,-0.003880
4679.597479,524.861592,6.955419,0.000000,-2.681451,-0.001965
4682.472364,522.285726,5.678753,0.000000,-2.685211,-0.001152
4685.735632,519.356442,4.240623,0.000000,-2.687890,-0.000746
4689.325954,516.129352,2.666997,0.000000,-2.689889,-0.000519
4693.181983,512.660064,0.983846,0.000000,-2.691434,-0.000380
4697.242363,509.004187,-0.782861,0.000000,-2.692657,-0.000291
4701.445732,505.217332,-2.607153,0.000000,-2.693643,-0.000230
4705.730725,501.355108,-4.463061,0.000000,-2.694449,-0.000187
4710.035975,497.473124,-6.324614,0.000000,-2.695112,-0.000155
4714.300113,493.626990,-8.165843,0.000000,-2.695656,-0.000131
4718.461768,489.872316,-9.960777,0.000000,-2.696098,-0.000110
4722.459569,486.264709,-11.683448,0.000000,-2.696445,-0.000092
4726.232145,482.859782,-13.307884,0.000000,-2.696699,-0.000073
4729.718123,479.713141,-14.808117,0.000000,-2.696847,-0.000047
4732.856131,476.880398,-16.158176,0.000000,-2.696861,-0.000005
4735.584796,474.417162,-17.332091,0.000000,-2.696666,0.000086
4737.842744,472.379042,-18.303893,0.000000,-2.696074,0.000343
4739.568605,470.821647,-19.047611,0.000000,-2.722989,-0.017648
4741.093723,469.428211,-19.667548,0.000000,-2.771075,-0.028384
4742.787865,467.849033,-20.280993,0.000000,-2.812581,-0.022334
4744.646254,466.090325,-20.881453,0.000000,-2.849484,-0.018291
4746.663747,464.158295,-21.462436,0.000000,-2.883108,-0.015486
4748.835020,462.059155,-22.017449,0.000000,-2.914373,-0.013478
4751.154685,459.799114,-22.539999,0.000000,-2.943939,-0.012006
4753.617364,457.384383,-23.023594,0.000000,-2.972292,-0.010903
4756.217754,454.821172,-23.461742,0.000000,-2.999800,-0.010066
4758.950662,452.115691,-23.847951,0.000000,-3.026749,-0.009421
4761.811045,449.274150,-24.175727,0.000000,-3.053362,-0.008922
4764.794038,446.302760,-24.438578,0.000000,-3.079819,-0.008532
4767.894983,443.207730,-24.630012,0.000000,-3.106269,-0.008228
4771.109447,439.995271,-24.743536,0.000000,-3.132831,-0.007992
4774.433252,436.671593,-24.772658,0.000000,3.123578,-0.007808
4777.862495,433.242907,-24.710886,0.000000,3.096503,-0.007668
4781.393569,429.715422,-24.551726,0.000000,3.069059,-0.007561
4785.023187,426.095348,-24.288686,0.000000,3.041185,-0.007482
4788.748401,422.388896,-23.915275,0.000000,3.012833,-0.007425
4792.566628,418.602277,-23.424999,0.000000,2.983963,-0.007386
4796.475669,414.741699,-22.811366,0.000000,2.969481,-0.003534
4800.573451,410.704461,-22.109566,0.000000,2.964718,-0.001090
4804.942218,406.403853,-21.340867,0.000000,2.953498,-0.002431
4809.557392,401.870081,-20.477885,0.000000,2.936637,-0.003485
4814.395383,397.133348,-19.493239,0.000000,2.914652,-0.004363
4819.434067,392.223860,-18.359549,0.000000,2.887858,-0.005134
4824.653217,387.171818,-17.049433,0.000000,2.856435,-0.005839
4830.034934,382.007429,-15.535510,0.000000,2.820482,-0.006502
4835.564086,376.760896,-13.790398,0.000000,2.780053,-0.007137
4841.228763,371.462423,-11.786716,0.000000,2.735186,-0.007746
4847.020743,366.142214,-9.497083,0.000000,2.685945,-0.008325
4852.935979,360.830474,-6.894117,0.000000,2.632439,-0.008860
4858.975060,355.557407,-3.950437,0.000000,2.574861,-0.009334
4865.143646,350.353216,-0.638662,0.000000,2.513509,-0.009724
4871.452835,345.248106,3.068589,0.000000,2.448804,-0.010006
4877.919413,340.272280,7.198699,0.000000,2.381303,-0.010156
4884.565968,335.455945,11.779047,0.000000,2.311687,-0.010156
4891.420811,330.829302,16.837016,0.000000,2.240737,-0.009997
4898.517715,326.422556,22.399987,0.000000,2.169296,-0.009683
4905.895454,322.265913,28.495341,0.000000,2.098219,-0.009229
4913.597181,318.389574,35.150460,0.000000,2.089461,-0.001762
4918.567033,315.925915,39.466687,0.000000,2.127995,0.006049
4924.937279,312.557260,44.873368,0.000000,2.150750,0.002992
4932.543467,308.389184,51.235854,0.000000,2.165785,0.001733
4941.217742,303.527259,58.419498,0.000000,2.176481,0.001117
4950.790828,298.077060,66.289650,0.000000,2.184504,0.000779
4961.092751,292.144159,74.711663,0.000000,2.190768,0.000577
4971.953155,285.834130,83.550889,0.000000,2.195822,0.000449
4983.201457,279.252546,92.672678,0.000000,2.200013,0.000366
4994.666930,272.504980,101.942383,0.000000,2.203577,0.000310
5006.178753,265.697006,111.225355,0.000000,2.206683,0.000273
5017.566041,258.934197,120.386946,0.000000,2.209458,0.000250
5028.657863,252.322127,129.292507,0.000000,2.212008,0.000240
5039.283253,245.966368,137.807391,0.000000,2.214434,0.000243
5049.271223,239.972494,145.796949,0.000000,2.216845,0.000263
5058.450769,234.446079,153.126532,0.000000,2.219386,0.000310
5066.650874,229.492695,159.661493,0.000000,2.222299,0.000413
5073.700518,225.217917,165.267182,0.000000,2.226067,0.000658
5079.428691,221.727316,169.808952,0.000000,2.231948,0.001388
5083.664422,219.126467,173.152155,0.000000,2.244789,0.004992
