s_m,x_m,y_m,z_m,yaw_rad,curvature_1pm
5086.236921,217.520944,175.162141,0.000000,2.270993,0.015520
5087.925335,216.432983,176.453297,0.000000,2.295067,0.014201
5089.620571,215.309738,177.723000,0.000000,2.326042,0.018216
5091.320999,214.144150,178.961087,0.000000,2.363940,0.022227
5093.026094,212.929163,180.157396,0.000000,2.408747,0.026194
5094.736694,211.657719,181.301766,0.000000,2.460353,0.030029
5096.455244,210.322763,182.384034,0.000000,2.518496,0.033593
5098.186028,208.917235,183.394037,0.000000,2.582700,0.036702
5099.935356,207.434081,184.321615,0.000000,2.652227,0.039141
5101.711679,205.866242,185.156604,0.000000,2.726065,0.040706
5103.525620,204.206661,185.888842,0.000000,2.802947,0.041240
5105.389879,202.448282,186.508168,0.000000,2.881430,0.040683
5107.319034,200.584047,187.004419,0.000000,2.960010,0.039091
5109.329230,198.606899,187.367433,0.000000,3.037251,0.036631
5111.437816,196.509782,187.587048,0.000000,3.111903,0.033550
5113.662940,194.285638,187.653102,0.000000,-3.100200,0.030117
5116.023189,191.927411,187.555433,0.000000,-3.033368,0.026583
5118.537267,189.428042,187.283878,0.000000,-2.971178,0.023149
5121.223748,186.780476,186.828276,0.000000,-2.913775,0.019951
5124.100910,183.977655,186.178463,0.000000,-2.861111,0.017067
5127.186627,181.012521,185.324279,0.000000,-2.810613,0.010738
5131.889158,176.565222,183.796100,0.000000,-2.776717,0.004493
5139.432587,169.518390,181.104357,0.000000,-2.762364,0.001426
5149.497370,160.168706,177.378334,0.000000,-2.754373,0.000652
5161.761214,148.812846,172.747316,0.000000,-2.749228,0.000364
5175.901097,135.747488,167.340588,0.000000,-2.745591,0.000232
5191.593715,121.269311,161.287435,0.000000,-2.742838,0.000163
5208.515639,105.674993,154.717142,0.000000,-2.740636,0.000124
5226.343372,89.261211,147.758994,0.000000,-2.738788,0.000100
5244.753378,72.324643,140.542277,0.000000,-2.737165,0.000087
5263.422100,55.161968,133.196274,0.000000,-2.735672,0.000080
5282.025966,38.069863,125.850271,0.000000,-2.734232,0.000079
5300.241394,21.345007,118.633554,0.000000,-2.732768,0.000084
5317.744802,5.284077,111.675406,0.000000,-2.731191,0.000096
5334.212607,-9.816249,105.105113,0.000000,-2.729375,0.000120
5349.321230,-23.659292,99.051960,0.000000,-2.727118,0.000168
5362.747111,-35.948376,93.645232,0.000000,-2.724032,0.000270
5374.166719,-46.386820,89.014214,0.000000,-2.719239,0.000527
5383.256607,-54.677949,85.288191,0.000000,-2.710163,0.001410
5389.693568,-60.525083,82.596448,0.000000,-2.684418,0.007437
5393.155567,-63.631545,81.068269,0.000000,-2.599459,0.046286
5394.991069,-65.203854,80.121214,0.000000,-2.521991,0.043722
5396.762892,-66.646313,79.092298,0.000000,-2.443059,0.046050
5398.476960,-67.958923,77.989988,0.000000,-2.362801,0.048298
5400.138694,-69.141683,76.822754,0.000000,-2.281319,0.050474
5401.753017,-70.194593,75.599063,0.000000,-2.198668,0.052598
5403.324388,-71.117654,74.327384,0.000000,-2.114849,0.054696
5404.856845,-71.910865,73.016186,0.000000,-2.029807,0.056800
5406.354070,-72.574227,71.673937,0.000000,-1.943433,0.058942
5407.819471,-73.107739,70.309105,0.000000,-1.855573,0.061149
5409.256285,-73.511402,68.930160,0.000000,-1.766035,0.063439
5410.667691,-73.785215,67.545568,0.000000,-1.674610,0.065809
5412.056939,-73.929179,66.163800,0.000000,-1.581095,0.068232
5413.427489,-73.943293,64.793322,0.000000,-1.485321,0.070647
5414.783156,-73.827557,63.442605,0.000000,-1.387189,0.072955
5416.128254,-73.581972,62.120116,0.000000,-1.286707,0.075015
5417.467737,-73.206538,60.834323,0.000000,-1.184029,0.076650
5418.807315,-72.701254,59.593695,0.000000,-1.079482,0.077659
5420.153551,-72.066120,58.406701,0.000000,-0.973585,0.077845
5421.513912,-71.301137,57.281809,0.000000,-0.867041,0.077046
5422.896778,-70.406304,56.227487,0.000000,-0.674449,0.132055
5424.355198,-69.267204,55.316752,0.000000,-0.673915,0.000362
5425.831780,-68.113425,54.395291,0.000000,-0.673444,0.000317
5427.316476,-66.952871,53.469313,0.000000,-0.673026,0.000282
5428.799232,-65.793446,52.545029,0.000000,-0.672653,0.000254
5430.269999,-64.643055,51.628649,0.000000,-0.672317,0.000232
5431.718723,-63.509600,50.726383,0.000000,-0.672013,0.000215
5433.135356,-62.400986,49.844441,0.000000,-0.671737,0.000201
5434.509843,-61.325116,48.989033,0.000000,-0.671485,0.000191
5435.832135,-60.289896,48.166371,0.000000,-0.671254,0.000183
5437.092180,-59.303227,47.382663,0.000000,-0.671042,0.000179
5438.279926,-58.373015,46.644120,0.000000,-0.670846,0.000177
5439.385321,-57.507163,45.956953,0.000000,-0.670665,0.000179
5440.398314,-56.713576,45.327370,0.000000,-0.670496,0.000185
5441.308853,-56.000156,44.761584,0.000000,-0.670340,0.000196
5442.106887,-55.374808,44.265803,0.000000,-0.670194,0.000216
5442.782365,-54.845436,43.846239,0.000000,-0.670058,0.000251
5443.325233,-54.419944,43.509100,0.000000,-0.669931,0.000318
5443.725441,-54.106235,43.260599,0.000000,-0.669813,0.000477
5443.972937,-53.912213,43.106943,0.000000,-0.669712,0.001196
5444.057670,-53.845783,43.054345,0.000000,-0.674408,-0.000980
5448.850927,-50.101882,40.061266,0.000000,-0.674442,-0.000002
5462.584884,-39.374898,31.484939,0.000000,-0.674483,-0.000002
5484.290816,-22.421911,17.929728,0.000000,-0.674529,-0.000002
