s_m,left_x_m,left_y_m,right_x_m,right_y_m
1447.238276,860.222250,134.892939,874.051260,132.711538
1453.984875,861.234751,141.274346,875.141193,139.658528
1461.253744,862.073424,148.492331,875.980402,146.881130
1468.626434,862.959542,156.092489,876.791267,153.928376
1475.567233,864.085706,163.247905,877.810913,160.487707
1482.111571,865.447775,169.982242,879.029369,166.585139
1488.295625,867.041484,176.317993,880.436783,172.247862
1494.156190,868.862116,182.276311,882.023761,177.504405
1499.730455,870.904084,187.876960,883.781774,182.384684
1505.055692,873.160505,193.138461,885.703591,186.919861
1510.168848,875.622834,198.078453,887.783644,191.141977
1515.106064,878.280678,202.714265,890.018211,195.083386
1519.902140,881.121872,207.063602,892.405343,198.776064
1524.590009,884.132832,211.145202,894.944510,202.250955
1529.200259,887.299138,214.979337,897.636018,205.537467
1533.760765,890.606210,218.588047,900.480333,208.663244
1538.296464,894.039948,221.995087,903.477441,211.654211
1542.829285,897.587210,225.225662,906.626369,214.534845
1547.378230,901.236097,228.306030,909.924903,217.328569
1551.959596,904.976037,231.263078,913.369500,220.058178
1556.587284,908.797726,234.123954,916.955352,222.746206
1561.273185,912.692978,236.915777,920.676528,225.415215
1566.027597,916.700640,239.696521,924.480069,228.056913
1570.833523,920.841885,242.461764,928.330123,230.632720
1575.659035,925.077289,245.140023,932.249176,233.116545
1580.491314,929.399814,247.715069,936.226765,235.492437
1585.318253,933.802617,250.170497,940.252233,237.744619
1590.128574,938.279062,252.489679,944.314712,239.857541
1594.911972,942.822723,254.655691,948.403129,241.815945
1599.659270,947.427373,256.651233,952.506209,243.604953
1604.362615,952.086936,258.458524,956.612524,245.210164
1609.015696,956.795417,260.059188,960.710571,246.617776
1613.614002,961.546756,261.434123,964.788907,247.814708
1618.155111,966.334619,262.563386,968.836365,248.788726
1622.639014,971.152091,263.426107,972.842357,249.528517
1627.068470,975.991271,264.000484,976.797285,250.023705
1631.449360,980.842769,264.263913,980.693036,250.264714
1635.791053,985.695180,264.193321,984.523513,250.242435
1640.106707,990.534617,263.765745,988.285103,249.947652
1644.413498,995.344461,262.959162,991.976921,249.370208
1648.732712,1000.105514,261.753462,995.600668,248.498034
1653.089646,1004.796644,260.131368,999.159970,247.316224
1657.513316,1009.117820,258.223702,1002.937360,245.661779
1662.209042,1013.323112,256.154694,1007.158833,243.584823
1667.315861,1017.901743,253.909324,1011.750497,241.333070
1672.770150,1022.795909,251.515507,1016.655549,238.933934
1678.508284,1027.947979,249.001068,1021.817014,236.414914
1684.466635,1033.300424,246.393785,1027.177815,233.803564
1690.581575,1038.795773,243.721402,1032.680817,231.127462
1696.789477,1044.376589,241.011649,1038.268848,228.414209
1703.026711,1049.985457,238.292245,1043.884721,225.691412
1709.229648,1055.564965,235.590906,1049.471238,222.986681
1715.334659,1061.057698,232.935350,1054.971211,220.327627
1721.278115,1066.406221,230.353303,1060.327466,217.741851
1726.996386,1071.553064,227.872509,1065.482866,215.256935
1732.425844,1076.440693,225.520741,1070.380341,212.900434
1737.502861,1081.011457,223.325827,1074.962935,210.699846
1742.163808,1085.207484,221.315700,1079.173913,208.682568
1746.345062,1088.970459,219.518497,1082.956984,206.875787
1749.982997,1092.241059,217.962823,1086.256866,205.306227
1753.013999,1094.957233,216.678528,1089.021000,203.999366
1755.374464,1097.047237,215.699794,1091.206528,202.976346
1757.000834,1098.316610,215.113003,1092.893302,202.206116
1761.597083,1101.870540,213.578797,1097.814125,200.179338
1766.032335,1105.384610,212.472721,1102.790051,198.715241
1770.361931,1108.885664,211.770446,1107.798189,197.812745
1774.641029,1112.403877,211.456229,1112.812313,197.462188
1778.922571,1115.967741,211.523388,1117.807886,197.644849
1783.255405,1119.599818,211.972225,1122.766297,198.335018
1787.682883,1123.314698,212.806540,1127.676909,199.503491
1792.242073,1127.119260,214.030254,1132.536793,201.120942
1796.963585,1131.014413,215.645123,1137.348993,203.160208
1801.871867,1134.997250,217.649734,1142.120367,205.597299
