tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,1203.675163,463.356648,0.000000,0.010000,0.010000,0.000000
blue,1195.805055,461.873196,0.000000,0.010000,0.010000,0.000000
blue,1187.934051,460.399370,0.000000,0.010000,0.010000,0.000000
blue,1180.062328,458.934352,0.000000,0.010000,0.010000,0.000000
blue,1172.190082,457.477284,0.000000,0.010000,0.010000,0.000000
blue,1164.317540,456.027954,0.000000,0.010000,0.010000,0.000000
blue,1156.445056,454.584532,0.000000,0.010000,0.010000,0.000000
blue,1148.572940,453.145437,0.000000,0.010000,0.010000,0.000000
blue,1140.701538,451.709498,0.000000,0.010000,0.010000,0.000000
blue,1132.831272,450.275369,0.000000,0.010000,0.010000,0.000000
blue,1124.962670,448.841475,0.000000,0.010000,0.010000,0.000000
blue,1117.096403,447.405946,0.000000,0.010000,0.010000,0.000000
blue,1109.233350,445.966525,0.000000,0.010000,0.010000,0.000000
blue,1101.374685,444.520445,0.000000,0.010000,0.010000,0.000000
blue,1093.522022,443.064268,0.000000,0.010000,0.010000,0.000000
blue,1085.661722,441.590644,0.000000,0.010000,0.010000,0.000000
blue,1077.770148,440.109195,0.000000,0.010000,0.010000,0.000000
blue,1069.869134,438.628367,0.000000,0.010000,0.010000,0.000000
blue,1061.962477,437.220746,0.000000,0.010000,0.010000,0.000000
blue,1054.055153,435.821314,0.000000,0.010000,0.010000,0.000000
blue,1046.142356,434.485034,0.000000,0.010000,0.010000,0.000000
blue,1038.229287,433.151578,0.000000,0.010000,0.010000,0.000000
blue,1030.311157,431.871896,0.000000,0.010000,0.010000,0.000000
blue,1022.393017,430.592276,0.000000,0.010000,0.010000,0.000000
blue,1014.470077,429.360584,0.000000,0.010000,0.010000,0.000000
blue,1006.546972,428.130508,0.000000,0.010000,0.010000,0.000000
blue,998.620071,426.936455,0.000000,0.010000,0.010000,0.000000
blue,990.692305,425.750606,0.000000,0.010000,0.010000,0.000000
blue,982.761869,424.589012,0.000000,0.010000,0.010000,0.000000
blue,974.829677,423.443362,0.000000,0.010000,0.010000,0.000000
blue,966.895999,422.310678,0.000000,0.010000,0.010000,0.000000
blue,958.959545,421.202219,0.000000,0.010000,0.010000,0.000000
blue,951.022820,420.096031,0.000000,0.010000,0.010000,0.000000
blue,943.082193,419.022587,0.000000,0.010000,0.010000,0.000000
blue,935.141563,417.949167,0.000000,0.010000,0.010000,0.000000
blue,927.197747,416.901432,0.000000,0.010000,0.010000,0.000000
blue,919.252955,415.861566,0.000000,0.010000,0.010000,0.000000
blue,911.306179,414.837021,0.000000,0.010000,0.010000,0.000000
blue,903.357148,413.829902,0.000000,0.010000,0.010000,0.000000
blue,895.407298,412.828818,0.000000,0.010000,0.010000,0.000000
blue,887.453850,411.854264,0.000000,0.010000,0.010000,0.000000
blue,879.500400,410.879733,0.000000,0.010000,0.010000,0.000000
blue,871.542555,409.935953,0.000000,0.010000,0.010000,0.000000
blue,863.584385,408.994449,0.000000,0.010000,0.010000,0.000000
blue,855.622469,408.077658,0.000000,0.010000,0.010000,0.000000
blue,847.659114,407.170349,0.000000,0.010000,0.010000,0.000000
blue,839.692390,406.283791,0.000000,0.010000,0.010000,0.000000
blue,831.723159,405.412671,0.000000,0.010000,0.010000,0.000000
blue,823.750492,404.561070,0.000000,0.010000,0.010000,0.000000
blue,815.774360,403.729156,0.000000,0.010000,0.010000,0.000000
blue,807.793918,402.919491,0.000000,0.010000,0.010000,0.000000
blue,799.809346,402.131145,0.000000,0.010000,0.010000,0.000000
blue,791.817990,401.373978,0.000000,0.010000,0.010000,0.000000
blue,783.822593,400.635424,0.000000,0.010000,0.010000,0.000000
blue,775.814540,399.947295,0.000000,0.010000,0.010000,0.000000
blue,767.817560,399.285064,0.000000,0.010000,0.010000,0.000000
blue,759.865102,398.682584,0.000000,0.010000,0.010000,0.000000
blue,752.030276,398.013726,0.000000,0.010000,0.010000,0.000000
blue,744.106601,397.214364,0.000000,0.010000,0.010000,0.000000
blue,736.165419,396.379163,0.000000,0.010000,0.010000,0.000000
blue,728.220304,395.528153,0.000000,0.010000,0.010000,0.000000
blue,720.273590,394.666939,0.000000,0.010000,0.010000,0.000000
blue,712.326100,393.796839,0.000000,0.010000,0.010000,0.000000
blue,704.378415,392.921125,0.000000,0.010000,0.010000,0.000000
blue,696.430698,392.041015,0.000000,0.010000,0.010000,0.000000
blue,688.483037,391.157123,0.000000,0.010000,0.010000,0.000000
blue,680.535600,390.268572,0.000000,0.010000,0.010000,0.000000
blue,672.588474,389.376519,0.000000,0.010000,0.010000,0.000000
blue,664.641680,388.481545,0.000000,0.010000,0.010000,0.000000
blue,656.695292,387.583579,0.000000,0.010000,0.010000,0.000000
blue,648.749755,386.681118,0.000000,0.010000,0.010000,0.000000
blue,640.805156,385.775117,0.000000,0.010000,0.010000,0.000000
blue,632.861963,384.864975,0.000000,0.010000,0.010000,0.000000
blue,624.921246,383.949512,0.000000,0.010000,0.010000,0.000000
blue,616.985969,383.026512,0.000000,0.010000,0.010000,0.000000
blue,609.067908,382.091523,0.000000,0.010000,0.010000,0.000000
blue,601.718005,381.146532,0.000000,0.010000,0.010000,0.000000
blue,598.374938,380.236062,0.000000,0.010000,0.010000,0.000000
blue,596.491185,379.286399,0.000000,0.010000,0.010000,0.000000
blue,596.008623,379.141457,0.000000,0.010000,0.010000,0.000000
blue,596.125784,377.350122,0.000000,0.010000,0.010000,0.000000
blue,597.765158,374.046070,0.000000,0.010000,0.010000,0.000000
blue,600.361720,370.124376,0.000000,0.010000,0.010000,0.000000
blue,604.933261,363.745168,0.000000,0.010000,0.010000,0.000000
blue,609.662943,357.374768,0.000000,0.010000,0.010000,0.000000
blue,614.464231,351.018245,0.000000,0.010000,0.010000,0.000000
blue,619.302040,344.669521,0.000000,0.010000,0.010000,0.000000
blue,624.160695,338.323400,0.000000,0.010000,0.010000,0.000000
blue,629.031136,331.974149,0.000000,0.010000,0.010000,0.000000
blue,633.903919,325.616478,0.000000,0.010000,0.010000,0.000000
blue,638.772928,319.244292,0.000000,0.010000,0.010000,0.000000
blue,643.628756,312.843000,0.000000,0.010000,0.010000,0.000000
blue,648.464951,306.401083,0.000000,0.010000,0.010000,0.000000
blue,653.267044,299.875986,0.000000,0.010000,0.010000,0.000000
blue,657.934276,293.339640,0.000000,0.010000,0.010000,0.000000
blue,662.580595,286.784435,0.000000,0.010000,0.010000,0.000000
blue,667.193635,280.212378,0.000000,0.010000,0.010000,0.000000
blue,671.777809,273.622506,0.000000,0.010000,0.010000,0.000000
blue,676.336466,267.014334,0.000000,0.010000,0.010000,0.000000
blue,680.870460,260.386238,0.000000,0.010000,0.010000,0.000000
blue,685.377669,253.733852,0.000000,0.010000,0.010000,0.000000
blue,689.852831,247.047945,0.000000,0.010000,0.010000,0.000000
blue,694.291034,240.315517,0.000000,0.010000,0.010000,0.000000
blue,698.681212,233.502970,0.000000,0.010000,0.010000,0.000000
blue,703.078208,226.347822,0.000000,0.010000,0.010000,0.000000
blue,706.982810,217.501503,0.000000,0.010000,0.010000,0.000000
blue,708.289156,211.629465,0.000000,0.010000,0.010000,0.000000
blue,708.722881,205.583597,0.000000,0.010000,0.010000,0.000000
blue,708.183744,199.403203,0.000000,0.010000,0.010000,0.000000
blue,706.432431,193.193845,0.000000,0.010000,0.010000,0.000000
blue,703.178862,187.267786,0.000000,0.010000,0.010000,0.000000
blue,698.319724,182.257059,0.000000,0.010000,0.010000,0.000000
blue,692.309810,178.837933,0.000000,0.010000,0.010000,0.000000
blue,686.021526,177.146216,0.000000,0.010000,0.010000,0.000000
blue,680.539724,176.654462,0.000000,0.010000,0.010000,0.000000
blue,672.263922,176.429310,0.000000,0.010000,0.010000,0.000000
blue,664.068098,176.495448,0.000000,0.010000,0.010000,0.000000
blue,655.910910,176.774126,0.000000,0.010000,0.010000,0.000000
blue,647.771319,177.236499,0.000000,0.010000,0.010000,0.000000
blue,639.630415,177.881340,0.000000,0.010000,0.010000,0.000000
blue,631.456412,178.739310,0.000000,0.010000,0.010000,0.000000
blue,623.126283,179.948581,0.000000,0.010000,0.010000,0.000000
blue,614.089481,182.322407,0.000000,0.010000,0.010000,0.000000
blue,605.491041,186.761065,0.000000,0.010000,0.010000,0.000000
blue,600.587901,190.909868,0.000000,0.010000,0.010000,0.000000
blue,596.647301,195.936483,0.000000,0.010000,0.010000,0.000000
blue,593.806596,201.400795,0.000000,0.010000,0.010000,0.000000
blue,591.887099,206.980813,0.000000,0.010000,0.010000,0.000000
blue,590.176574,215.059135,0.000000,0.010000,0.010000,0.000000
blue,588.468273,222.366214,0.000000,0.010000,0.010000,0.000000
blue,586.230248,229.326554,0.000000,0.010000,0.010000,0.000000
blue,583.319340,235.830291,0.000000,0.010000,0.010000,0.000000
blue,579.611238,241.871397,0.000000,0.010000,0.010000,0.000000
blue,574.896451,247.826206,0.000000,0.010000,0.010000,0.000000
blue,569.832050,253.983928,0.000000,0.010000,0.010000,0.000000
blue,564.750410,260.103096,0.000000,0.010000,0.010000,0.000000
blue,559.637181,266.173198,0.000000,0.010000,0.010000,0.000000
blue,554.482044,272.172651,0.000000,0.010000,0.010000,0.000000
blue,549.274581,278.059522,0.000000,0.010000,0.010000,0.000000
blue,544.013110,283.734698,0.000000,0.010000,0.010000,0.000000
blue,538.876981,288.711168,0.000000,0.010000,0.010000,0.000000
blue,535.723654,290.994975,0.000000,0.010000,0.010000,0.000000
blue,532.025058,292.907528,0.000000,0.010000,0.010000,0.000000
blue,525.435358,295.226457,0.000000,0.010000,0.010000,0.000000
blue,518.427693,296.693280,0.000000,0.010000,0.010000,0.000000
blue,511.389096,297.258923,0.000000,0.010000,0.010000,0.000000
blue,503.476475,297.227183,0.000000,0.010000,0.010000,0.000000
blue,495.696609,297.046821,0.000000,0.010000,0.010000,0.000000
blue,488.443647,296.525366,0.000000,0.010000,0.010000,0.000000
blue,486.094498,295.760642,0.000000,0.010000,0.010000,0.000000
blue,485.037117,293.860333,0.000000,0.010000,0.010000,0.000000
blue,484.612383,290.886801,0.000000,0.010000,0.010000,0.000000
blue,485.003410,287.302229,0.000000,0.010000,0.010000,0.000000
blue,486.085228,283.994412,0.000000,0.010000,0.010000,0.000000
blue,489.595324,277.089311,0.000000,0.010000,0.010000,0.000000
blue,493.362636,270.135011,0.000000,0.010000,0.010000,0.000000
blue,497.231419,263.186699,0.000000,0.010000,0.010000,0.000000
blue,501.152392,256.247688,0.000000,0.010000,0.010000,0.000000
blue,505.105118,249.316286,0.000000,0.010000,0.010000,0.000000
blue,509.084739,242.392512,0.000000,0.010000,0.010000,0.000000
blue,513.081205,235.473892,0.000000,0.010000,0.010000,0.000000
blue,517.087051,228.558090,0.000000,0.010000,0.010000,0.000000
blue,521.103378,221.645369,0.000000,0.010000,0.010000,0.000000
blue,525.126823,214.734200,0.000000,0.010000,0.010000,0.000000
blue,529.153499,207.823455,0.000000,0.010000,0.010000,0.000000
blue,533.184060,200.912452,0.000000,0.010000,0.010000,0.000000
blue,537.215125,193.999529,0.000000,0.010000,0.010000,0.000000
blue,541.246093,187.084838,0.000000,0.010000,0.010000,0.000000
blue,545.274133,180.164598,0.000000,0.010000,0.010000,0.000000
blue,549.297236,173.237493,0.000000,0.010000,0.010000,0.000000
blue,553.314404,166.302191,0.000000,0.010000,0.010000,0.000000
blue,557.321666,159.353293,0.000000,0.010000,0.010000,0.000000
blue,561.310581,152.375462,0.000000,0.010000,0.010000,0.000000
blue,565.277672,145.350341,0.000000,0.010000,0.010000,0.000000
blue,569.217836,138.205947,0.000000,0.010000,0.010000,0.000000
blue,573.205822,129.887010,0.000000,0.010000,0.010000,0.000000
blue,574.702065,124.291959,0.000000,0.010000,0.010000,0.000000
blue,576.046515,115.822896,0.000000,0.010000,0.010000,0.000000
blue,576.812299,107.553007,0.000000,0.010000,0.010000,0.000000
blue,577.259982,99.363980,0.000000,0.010000,0.010000,0.000000
blue,577.492584,91.218237,0.000000,0.010000,0.010000,0.000000
blue,577.557935,82.915222,0.000000,0.010000,0.010000,0.000000
blue,575.580652,73.103921,0.000000,0.010000,0.010000,0.000000
blue,572.825551,65.271327,0.000000,0.010000,0.010000,0.000000
blue,569.866403,57.682223,0.000000,0.010000,0.010000,0.000000
blue,566.785532,50.193734,0.000000,0.010000,0.010000,0.000000
blue,563.613967,42.762348,0.000000,0.010000,0.010000,0.000000
blue,560.359225,35.367829,0.000000,0.010000,0.010000,0.000000
blue,557.005694,27.990306,0.000000,0.010000,0.010000,0.000000
blue,553.401794,20.491093,0.000000,0.010000,0.010000,0.000000
blue,547.379534,12.111163,0.000000,0.010000,0.010000,0.000000
blue,542.323148,8.200143,0.000000,0.010000,0.010000,0.000000
blue,537.422873,5.503622,0.000000,0.010000,0.010000,0.000000
blue,530.330817,1.871864,0.000000,0.010000,0.010000,0.000000
blue,523.088660,-1.725141,0.000000,0.010000,0.010000,0.000000
blue,515.870015,-5.239143,0.000000,0.010000,0.010000,0.000000
blue,508.651382,-8.722746,0.000000,0.010000,0.010000,0.000000
blue,501.430813,-12.189991,0.000000,0.010000,0.010000,0.000000
blue,494.208445,-15.646627,0.000000,0.010000,0.010000,0.000000
blue,486.984908,-19.095679,0.000000,0.010000,0.010000,0.000000
blue,479.762101,-22.539122,0.000000,0.010000,0.010000,0.000000
blue,472.067797,-26.146913,0.000000,0.010000,0.010000,0.000000
blue,463.460960,-28.877989,0.000000,0.010000,0.010000,0.000000
blue,454.982519,-30.509462,0.000000,0.010000,0.010000,0.000000
blue,446.517055,-31.438690,0.000000,0.010000,0.010000,0.000000
blue,438.059513,-31.759954,0.000000,0.010000,0.010000,0.000000
blue,429.622657,-31.552579,0.000000,0.010000,0.010000,0.000000
blue,421.227346,-30.823299,0.000000,0.010000,0.010000,0.000000
blue,413.022071,-29.617412,0.000000,0.010000,0.010000,0.000000
blue,405.036723,-28.206321,0.000000,0.010000,0.010000,0.000000
blue,396.967825,-26.607598,0.000000,0.010000,0.010000,0.000000
blue,388.887115,-24.725472,0.000000,0.010000,0.010000,0.000000
blue,380.837205,-22.483961,0.000000,0.010000,0.010000,0.000000
blue,372.867501,-19.801383,0.000000,0.010000,0.010000,0.000000
blue,365.026491,-16.633726,0.000000,0.010000,0.010000,0.000000
blue,357.358775,-12.972929,0.000000,0.010000,0.010000,0.000000
blue,349.972734,-8.692032,0.000000,0.010000,0.010000,0.000000
blue,342.898924,-3.869710,0.000000,0.010000,0.010000,0.000000
blue,336.204724,1.492965,0.000000,0.010000,0.010000,0.000000
blue,329.976748,7.397941,0.000000,0.010000,0.010000,0.000000
blue,324.293309,13.816075,0.000000,0.010000,0.010000,0.000000
blue,319.148104,20.646399,0.000000,0.010000,0.010000,0.000000
blue,314.642220,27.676224,0.000000,0.010000,0.010000,0.000000
blue,310.717011,34.476528,0.000000,0.010000,0.010000,0.000000
blue,306.667948,41.089212,0.000000,0.010000,0.010000,0.000000
blue,302.338422,47.687176,0.000000,0.010000,0.010000,0.000000
blue,297.893447,54.255442,0.000000,0.010000,0.010000,0.000000
blue,293.367950,60.794665,0.000000,0.010000,0.010000,0.000000
blue,288.793816,67.312869,0.000000,0.010000,0.010000,0.000000
blue,284.184140,73.814314,0.000000,0.010000,0.010000,0.000000
blue,279.546563,80.301786,0.000000,0.010000,0.010000,0.000000
blue,274.877860,86.772472,0.000000,0.010000,0.010000,0.000000
blue,270.188049,93.230957,0.000000,0.010000,0.010000,0.000000
blue,265.483132,99.680458,0.000000,0.010000,0.010000,0.000000
blue,260.760969,106.119379,0.000000,0.010000,0.010000,0.000000
blue,256.021028,112.546765,0.000000,0.010000,0.010000,0.000000
blue,251.270177,118.966767,0.000000,0.010000,0.010000,0.000000
blue,246.508199,125.379079,0.000000,0.010000,0.010000,0.000000
blue,241.730520,131.779812,0.000000,0.010000,0.010000,0.000000
blue,236.942070,138.171834,0.000000,0.010000,0.010000,0.000000
blue,232.142708,144.554242,0.000000,0.010000,0.010000,0.000000
blue,227.331459,150.924613,0.000000,0.010000,0.010000,0.000000
blue,222.507348,157.277795,0.000000,0.010000,0.010000,0.000000
blue,217.671598,163.598891,0.000000,0.010000,0.010000,0.000000
blue,212.883507,169.752914,0.000000,0.010000,0.010000,0.000000
blue,208.261277,174.939385,0.000000,0.010000,0.010000,0.000000
blue,203.480489,178.504126,0.000000,0.010000,0.010000,0.000000
blue,200.226677,179.858020,0.000000,0.010000,0.010000,0.000000
blue,196.628993,180.548595,0.000000,0.010000,0.010000,0.000000
blue,192.702107,180.596852,0.000000,0.010000,0.010000,0.000000
blue,188.549326,180.039609,0.000000,0.010000,0.010000,0.000000
blue,181.658688,178.145215,0.000000,0.010000,0.010000,0.000000
blue,174.352138,175.457806,0.000000,0.010000,0.010000,0.000000
blue,166.966686,172.552144,0.000000,0.010000,0.010000,0.000000
blue,159.578231,169.577840,0.000000,0.010000,0.010000,0.000000
blue,152.192256,166.565855,0.000000,0.010000,0.010000,0.000000
blue,144.812812,163.516332,0.000000,0.010000,0.010000,0.000000
blue,137.435001,160.458951,0.000000,0.010000,0.010000,0.000000
blue,130.063176,157.376889,0.000000,0.010000,0.010000,0.000000
blue,122.692433,154.291096,0.000000,0.010000,0.010000,0.000000
blue,115.326784,151.187762,0.000000,0.010000,0.010000,0.000000
blue,107.961464,148.083417,0.000000,0.010000,0.010000,0.000000
blue,100.601303,144.963292,0.000000,0.010000,0.010000,0.000000
blue,93.241139,141.843172,0.000000,0.010000,0.010000,0.000000
blue,85.885121,138.711452,0.000000,0.010000,0.010000,0.000000
blue,78.529939,135.577394,0.000000,0.010000,0.010000,0.000000
blue,71.177238,132.436904,0.000000,0.010000,0.010000,0.000000
blue,63.826731,129.290728,0.000000,0.010000,0.010000,0.000000
blue,56.477125,126.142379,0.000000,0.010000,0.010000,0.000000
blue,49.131192,122.985178,0.000000,0.010000,0.010000,0.000000
blue,41.785257,119.827980,0.000000,0.010000,0.010000,0.000000
blue,34.443427,116.661616,0.000000,0.010000,0.010000,0.000000
blue,27.102200,113.493906,0.000000,0.010000,0.010000,0.000000
blue,19.764035,110.319933,0.000000,0.010000,0.010000,0.000000
blue,12.427955,107.141695,0.000000,0.010000,0.010000,0.000000
blue,5.094339,103.958933,0.000000,0.010000,0.010000,0.000000
blue,-2.235686,100.769576,0.000000,0.010000,0.010000,0.000000
blue,-9.562989,97.575892,0.000000,0.010000,0.010000,0.000000
blue,-16.885203,94.374114,0.000000,0.010000,0.010000,0.000000
blue,-24.202191,91.165576,0.000000,0.010000,0.010000,0.000000
blue,-31.513041,87.949105,0.000000,0.010000,0.010000,0.000000
blue,-38.808514,84.718391,0.000000,0.010000,0.010000,0.000000
blue,-46.083720,81.476085,0.000000,0.010000,0.010000,0.000000
blue,-53.290137,78.221140,0.000000,0.010000,0.010000,0.000000
blue,-59.903117,75.126926,0.000000,0.010000,0.010000,0.000000
blue,-64.201197,71.842605,0.000000,0.010000,0.010000,0.000000
blue,-65.951170,69.310222,0.000000,0.010000,0.010000,0.000000
blue,-66.842855,66.645567,0.000000,0.010000,0.010000,0.000000
blue,-66.867479,64.143730,0.000000,0.010000,0.010000,0.000000
blue,-66.075262,62.017942,0.000000,0.010000,0.010000,0.000000
blue,-63.616416,59.762329,0.000000,0.010000,0.010000,0.000000
blue,-57.368637,54.786217,0.000000,0.010000,0.010000,0.000000
blue,-51.110492,49.818030,0.000000,0.010000,0.010000,0.000000
blue,-44.833143,44.811088,0.000000,0.010000,0.010000,0.000000
blue,-38.584568,39.815292,0.000000,0.010000,0.010000,0.000000
blue,-32.336096,34.819400,0.000000,0.010000,0.010000,0.000000
blue,-26.087762,29.823379,0.000000,0.010000,0.010000,0.000000
blue,-19.839428,24.827358,0.000000,0.010000,0.010000,0.000000
blue,-13.591268,19.831139,0.000000,0.010000,0.010000,0.000000
blue,-7.343178,14.834841,0.000000,0.010000,0.010000,0.000000
blue,-1.095089,9.838543,0.000000,0.010000,0.010000,0.000000
yellow,-4.371990,-5.466782,0.000000,0.010000,0.010000,0.000000
yellow,1.875686,-10.463282,0.000000,0.010000,0.010000,0.000000
yellow,8.123362,-15.459783,0.000000,0.010000,0.010000,0.000000
yellow,14.371038,-20.456284,0.000000,0.010000,0.010000,0.000000
yellow,20.618714,-25.452785,0.000000,0.010000,0.010000,0.000000
yellow,26.866196,-30.449528,0.000000,0.010000,0.010000,0.000000
yellow,33.113576,-35.446398,0.000000,0.010000,0.010000,0.000000
yellow,39.360957,-40.443269,0.000000,0.010000,0.010000,0.000000
yellow,45.608338,-45.440139,0.000000,0.010000,0.010000,0.000000
yellow,51.855718,-50.437009,0.000000,0.010000,0.010000,0.000000
yellow,58.102867,-55.434165,0.000000,0.010000,0.010000,0.000000
yellow,64.349906,-60.431455,0.000000,0.010000,0.010000,0.000000
yellow,70.596945,-65.428745,0.000000,0.010000,0.010000,0.000000
yellow,76.843984,-70.426035,0.000000,0.010000,0.010000,0.000000
yellow,83.091023,-75.423325,0.000000,0.010000,0.010000,0.000000
yellow,89.337985,-80.420708,0.000000,0.010000,0.010000,0.000000
yellow,95.584627,-85.418481,0.000000,0.010000,0.010000,0.000000
yellow,101.831269,-90.416254,0.000000,0.010000,0.010000,0.000000
yellow,108.077910,-95.414026,0.000000,0.010000,0.010000,0.000000
yellow,114.324552,-100.411799,0.000000,0.010000,0.010000,0.000000
yellow,120.571193,-105.409571,0.000000,0.010000,0.010000,0.000000
yellow,126.817689,-110.407520,0.000000,0.010000,0.010000,0.000000
yellow,133.063863,-115.405853,0.000000,0.010000,0.010000,0.000000
yellow,139.310038,-120.404187,0.000000,0.010000,0.010000,0.000000
yellow,145.556212,-125.402520,0.000000,0.010000,0.010000,0.000000
yellow,151.802387,-130.400854,0.000000,0.010000,0.010000,0.000000
yellow,158.048561,-135.399187,0.000000,0.010000,0.010000,0.000000
yellow,164.294645,-140.397629,0.000000,0.010000,0.010000,0.000000
yellow,170.540264,-145.396623,0.000000,0.010000,0.010000,0.000000
yellow,176.785882,-150.395618,0.000000,0.010000,0.010000,0.000000
yellow,183.031501,-155.394612,0.000000,0.010000,0.010000,0.000000
yellow,189.277119,-160.393606,0.000000,0.010000,0.010000,0.000000
yellow,195.522738,-165.392601,0.000000,0.010000,0.010000,0.000000
yellow,201.768357,-170.391595,0.000000,0.010000,0.010000,0.000000
yellow,208.013393,-175.391273,0.000000,0.010000,0.010000,0.000000
yellow,214.258339,-180.391057,0.000000,0.010000,0.010000,0.000000
yellow,220.503285,-185.390841,0.000000,0.010000,0.010000,0.000000
yellow,226.748232,-190.390625,0.000000,0.010000,0.010000,0.000000
yellow,232.993178,-195.390409,0.000000,0.010000,0.010000,0.000000
yellow,239.238124,-200.390193,0.000000,0.010000,0.010000,0.000000
yellow,245.482622,-205.390495,0.000000,0.010000,0.010000,0.000000
yellow,251.726739,-210.391239,0.000000,0.010000,0.010000,0.000000
yellow,257.970855,-215.391984,0.000000,0.010000,0.010000,0.000000
yellow,264.214972,-220.392728,0.000000,0.010000,0.010000,0.000000
yellow,270.459088,-225.393473,0.000000,0.010000,0.010000,0.000000
yellow,276.703204,-230.394217,0.000000,0.010000,0.010000,0.000000
yellow,282.946998,-235.395328,0.000000,0.010000,0.010000,0.000000
yellow,289.190064,-240.397265,0.000000,0.010000,0.010000,0.000000
yellow,295.433130,-245.399201,0.000000,0.010000,0.010000,0.000000
yellow,301.676196,-250.401138,0.000000,0.010000,0.010000,0.000000
yellow,307.919262,-255.403075,0.000000,0.010000,0.010000,0.000000
yellow,314.162328,-260.405012,0.000000,0.010000,0.010000,0.000000
yellow,320.404997,-265.407387,0.000000,0.010000,0.010000,0.000000
yellow,326.646689,-270.410842,0.000000,0.010000,0.010000,0.000000
yellow,332.888381,-275.414296,0.000000,0.010000,0.010000,0.000000
yellow,339.130072,-280.417751,0.000000,0.010000,0.010000,0.000000
yellow,345.371764,-285.421206,0.000000,0.010000,0.010000,0.000000
yellow,351.613456,-290.424660,0.000000,0.010000,0.010000,0.000000
yellow,357.854008,-295.429322,0.000000,0.010000,0.010000,0.000000
yellow,364.093818,-300.434768,0.000000,0.010000,0.010000,0.000000
yellow,370.333629,-305.440215,0.000000,0.010000,0.010000,0.000000
yellow,376.573440,-310.445661,0.000000,0.010000,0.010000,0.000000
yellow,382.813251,-315.451107,0.000000,0.010000,0.010000,0.000000
yellow,389.052019,-320.457583,0.000000,0.010000,0.010000,0.000000
yellow,395.289085,-325.465740,0.000000,0.010000,0.010000,0.000000
yellow,401.526150,-330.473896,0.000000,0.010000,0.010000,0.000000
yellow,407.763216,-335.482053,0.000000,0.010000,0.010000,0.000000
yellow,414.000282,-340.490209,0.000000,0.010000,0.010000,0.000000
yellow,420.234101,-345.501171,0.000000,0.010000,0.010000,0.000000
yellow,426.466728,-350.513163,0.000000,0.010000,0.010000,0.000000
yellow,432.699355,-355.525154,0.000000,0.010000,0.010000,0.000000
yellow,438.931983,-360.537144,0.000000,0.010000,0.010000,0.000000
yellow,445.157842,-365.553392,0.000000,0.010000,0.010000,0.000000
yellow,451.381812,-370.570827,0.000000,0.010000,0.010000,0.000000
yellow,457.605784,-375.588258,0.000000,0.010000,0.010000,0.000000
yellow,463.812252,-380.607905,0.000000,0.010000,0.010000,0.000000
yellow,470.009414,-385.628685,0.000000,0.010000,0.010000,0.000000
yellow,476.188616,-390.670901,0.000000,0.010000,0.010000,0.000000
yellow,482.418532,-395.810613,0.000000,0.010000,0.010000,0.000000
yellow,488.881996,-400.946414,0.000000,0.010000,0.010000,0.000000
yellow,495.507596,-405.841696,0.000000,0.010000,0.010000,0.000000
yellow,502.302092,-410.508586,0.000000,0.010000,0.010000,0.000000
yellow,509.268715,-414.953759,0.000000,0.010000,0.010000,0.000000
yellow,516.444021,-419.138570,0.000000,0.010000,0.010000,0.000000
yellow,523.857116,-423.031151,0.000000,0.010000,0.010000,0.000000
yellow,531.596251,-426.526044,0.000000,0.010000,0.010000,0.000000
yellow,539.751467,-429.505408,0.000000,0.010000,0.010000,0.000000
yellow,548.572830,-431.614518,0.000000,0.010000,0.010000,0.000000
yellow,558.458382,-431.992262,0.000000,0.010000,0.010000,0.000000
yellow,565.212631,-430.374395,0.000000,0.010000,0.010000,0.000000
yellow,572.462939,-425.180923,0.000000,0.010000,0.010000,0.000000
yellow,575.490597,-417.851360,0.000000,0.010000,0.010000,0.000000
yellow,575.981082,-411.809794,0.000000,0.010000,0.010000,0.000000
yellow,575.722961,-406.272128,0.000000,0.010000,0.010000,0.000000
yellow,574.559484,-397.889006,0.000000,0.010000,0.010000,0.000000
yellow,572.938500,-389.770442,0.000000,0.010000,0.010000,0.000000
yellow,571.041724,-381.802049,0.000000,0.010000,0.010000,0.000000
yellow,568.906787,-373.957581,0.000000,0.010000,0.010000,0.000000
yellow,566.643642,-366.177817,0.000000,0.010000,0.010000,0.000000
yellow,564.287952,-358.444568,0.000000,0.010000,0.010000,0.000000
yellow,561.837100,-350.758884,0.000000,0.010000,0.010000,0.000000
yellow,559.302254,-343.115308,0.000000,0.010000,0.010000,0.000000
yellow,556.725140,-335.493169,0.000000,0.010000,0.010000,0.000000
yellow,554.093158,-327.899161,0.000000,0.010000,0.010000,0.000000
yellow,551.416683,-320.329225,0.000000,0.010000,0.010000,0.000000
yellow,548.716673,-312.772707,0.000000,0.010000,0.010000,0.000000
yellow,545.985835,-305.235038,0.000000,0.010000,0.010000,0.000000
yellow,543.237092,-297.712277,0.000000,0.010000,0.010000,0.000000
yellow,540.480698,-290.199773,0.000000,0.010000,0.010000,0.000000
yellow,537.720601,-282.698351,0.000000,0.010000,0.010000,0.000000
yellow,534.977434,-275.212934,0.000000,0.010000,0.010000,0.000000
yellow,532.272495,-267.745814,0.000000,0.010000,0.010000,0.000000
yellow,529.651427,-260.323002,0.000000,0.010000,0.010000,0.000000
